Tag NodeId,Tag Name,Tag Value,Timestamp
ns=2;s=Channel2.RX3i.A13,A13,2147795787,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A130,A130,2147516416,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A131,A131,3276767232,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A132,A132,2147533648,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A133,A133,2147516416,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A134,A134,2147778560,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A135,A135,2258534404,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A136,A136,2258536094,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A137,A137,2147518112,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A138,A138,2147647488,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A139,A139,2147516418,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A14,A14,2147516420,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A140,A140,3277160448,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A141,A141,2147795797,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A142,A142,2147516420,2025-02-12 12:33:19
ns=2;s=Channel2.RX3i.A1,A1,2147533663,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A10,A10,2147647488,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A100,A100,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A1000,A1000,2147533666,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A101,A101,3278274560,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A102,A102,2147533671,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A103,A103,32768,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A104,A104,2147745792,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A105,A105,2261155844,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A106,A106,2261157574,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A107,A107,2147518152,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A108,A108,2147647488,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A109,A109,2147516418,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A11,A11,2147516418,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A110,A110,3278405632,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A111,A111,2147795816,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A112,A112,2147516420,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A113,A113,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A114,A114,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A115,A115,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A116,A116,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A117,A117,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A118,A118,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A119,A119,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A12,A12,3278733312,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A120,A120,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A121,A121,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A122,A122,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A123,A123,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A124,A124,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A125,A125,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A126,A126,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A127,A127,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A128,A128,3278929920,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A129,A129,2147533680,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A13,A13,2147795826,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A130,A130,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A131,A131,3279323136,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A132,A132,2147533686,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A133,A133,2147516416,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A134,A134,2147778560,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A135,A135,2263252996,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A136,A136,2263254758,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A137,A137,2147518184,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A138,A138,2147647488,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A139,A139,2147516418,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A14,A14,2147516420,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A140,A140,3279454208,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A141,A141,2147795832,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A142,A142,2147516420,2025-02-12 12:33:26
ns=2;s=Channel2.RX3i.A1,A1,2147533693,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A10,A10,2147647488,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A100,A100,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A1000,A1000,2147533695,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A101,A101,3280175104,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A102,A102,2147533700,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A103,A103,32768,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A104,A104,2147745792,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A105,A105,2264956932,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A106,A106,2265089794,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A107,A107,2147518210,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A108,A108,2147647488,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A109,A109,2147516418,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A11,A11,2147516418,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A110,A110,3280306176,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A111,A111,2147795846,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A112,A112,2147516420,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A113,A113,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A114,A114,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A115,A115,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A116,A116,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A117,A117,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A118,A118,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A119,A119,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A12,A12,3280633856,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A120,A120,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A121,A121,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A122,A122,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A123,A123,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A124,A124,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A125,A125,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A126,A126,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A127,A127,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A128,A128,3280830464,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A129,A129,2147533710,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A13,A13,2147795855,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A130,A130,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A131,A131,3281223680,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A132,A132,2147533716,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A133,A133,2147516416,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A134,A134,2147778560,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A135,A135,2267054084,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A136,A136,2267055904,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A137,A137,2147518242,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A138,A138,2147647488,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A139,A139,2147516418,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A14,A14,2147516420,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A140,A140,3281354752,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A141,A141,2147795861,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A142,A142,2147516420,2025-02-12 12:33:32
ns=2;s=Channel2.RX3i.A1,A1,2147533722,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A10,A10,2147647488,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A100,A100,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A1000,A1000,2147533724,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A101,A101,3282141184,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A102,A102,2147533729,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A103,A103,32768,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A104,A104,2147745792,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A105,A105,2268758020,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A106,A106,2268890940,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A107,A107,2147518270,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A108,A108,2147647488,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A109,A109,2147516418,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A11,A11,2147516418,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A110,A110,3282206720,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A111,A111,2147795875,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A112,A112,2147516420,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A113,A113,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A114,A114,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A115,A115,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A116,A116,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A117,A117,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A118,A118,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A119,A119,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A12,A12,3282534400,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A120,A120,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A121,A121,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A122,A122,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A123,A123,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A124,A124,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A125,A125,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A126,A126,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A127,A127,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A128,A128,3282796544,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A129,A129,2147533739,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A13,A13,2147795885,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A130,A130,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A131,A131,3283189760,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A132,A132,2147533745,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A133,A133,2147516416,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A134,A134,2147778560,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A135,A135,2270855172,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A136,A136,2270988124,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A137,A137,2147518300,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A138,A138,2147647488,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A139,A139,2147516418,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A14,A14,2147516420,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A140,A140,3283255296,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A141,A141,2147795891,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A142,A142,2147516420,2025-02-12 12:33:37
ns=2;s=Channel2.RX3i.A1,A1,2147533751,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A10,A10,2147647488,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A100,A100,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A1000,A1000,2147533753,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A101,A101,3284041728,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A102,A102,2147533758,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A103,A103,32768,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A104,A104,2147745792,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A105,A105,2272690180,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A106,A106,2272692086,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A107,A107,2147518326,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A108,A108,2147647488,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A109,A109,2147516418,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A11,A11,2147516418,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A110,A110,3284107264,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A111,A111,2147795904,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A112,A112,2147516420,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A113,A113,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A114,A114,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A115,A115,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A116,A116,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A117,A117,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A118,A118,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A119,A119,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A12,A12,3284434944,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A120,A120,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A121,A121,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A122,A122,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A123,A123,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A124,A124,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A125,A125,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A126,A126,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A127,A127,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A128,A128,3284631552,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A129,A129,2147533768,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A13,A13,2147795913,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A130,A130,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A131,A131,3285024768,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A132,A132,2147533774,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A133,A133,2147516416,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A134,A134,2147778560,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A135,A135,2274656260,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A136,A136,2274789270,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A137,A137,2147518358,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A138,A138,2147647488,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A139,A139,2147516418,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A14,A14,2147516420,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A140,A140,3285155840,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A141,A141,2147795920,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A142,A142,2147516420,2025-02-12 12:33:43
ns=2;s=Channel2.RX3i.A1,A1,2147533780,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A10,A10,2147647488,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A100,A100,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A1000,A1000,2147533782,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A101,A101,3285942272,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A102,A102,2147533787,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A103,A103,32768,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A104,A104,2147745792,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A105,A105,2276360196,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A106,A106,2276493232,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A107,A107,2147518384,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A108,A108,2147647488,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A109,A109,2147516418,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A11,A11,2147516418,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A110,A110,3286007808,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A111,A111,2147795933,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A112,A112,2147516420,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A113,A113,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A114,A114,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A115,A115,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A116,A116,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A117,A117,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A118,A118,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A119,A119,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A12,A12,3286335488,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A120,A120,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A121,A121,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A122,A122,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A123,A123,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A124,A124,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A125,A125,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A126,A126,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A127,A127,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A128,A128,3286532096,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A129,A129,2147533797,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A13,A13,2147795942,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A130,A130,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A131,A131,3286925312,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A132,A132,2147533803,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A133,A133,2147516416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A134,A134,2147778560,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A135,A135,2278457348,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A136,A136,2278459342,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A137,A137,2147518416,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A138,A138,2147647488,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A139,A139,2147516418,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A14,A14,2147516420,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A140,A140,3287056384,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A141,A141,2147795948,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A142,A142,2147516420,2025-02-12 12:33:49
ns=2;s=Channel2.RX3i.A1,A1,2147533808,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A10,A10,2147647488,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A100,A100,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A1000,A1000,2147533811,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A101,A101,3287777280,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A102,A102,2147533816,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A103,A103,32768,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A104,A104,2147745792,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A105,A105,2280161284,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A106,A106,2280294378,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A107,A107,2147518442,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A108,A108,2147647488,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A109,A109,2147516418,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A11,A11,2147516418,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A110,A110,3287908352,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A111,A111,2147795961,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A112,A112,2147516420,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A113,A113,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A114,A114,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A115,A115,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A116,A116,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A117,A117,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A118,A118,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A119,A119,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A12,A12,3288236032,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A120,A120,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A121,A121,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A122,A122,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A123,A123,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A124,A124,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A125,A125,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A126,A126,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A127,A127,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A128,A128,3288432640,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A129,A129,2147533825,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A13,A13,2147795971,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A130,A130,2147516416,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A131,A131,3288825856,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A132,A132,2147533831,2025-02-12 12:33:56
ns=2;s=Channel2.RX3i.A133,A133,2147516416,2025-02-12 12:33:56
